Business Name,Health Score,Health Index
Los Zarapes,0.37889545454545454,3
Al Pastor,0.1981,2.5
Mario Fazio's Restaurant & Catering,0.3499367647058822,2.5
My Florist Cafe,0.2242093567251462,2.5
White House Meats,0.4146,3
Palio Pronto,0.11497500000000001,2
Free Times,0.3020023809523809,2.5
La Bistrote,0.37965000000000004,3
Badger Bowl,0.3894333333333333,3
Peroni Resto Bar,-0.0008999999999999841,2
Menchie's - Brossard,0.44407777777777774,3
Reds Bistro and Wine Bar,0.2243977777777778,2.5
Extra Butter Coffee,0.17504358974358974,2.5
Brickstone,0.382423076923077,3
Native New Yorker,0.23408125000000005,2.5
No 1 Chinese Kitchen,0.1185263157894737,2
Panaderia & Taqueria Marimar,0.360025,2.5
La Strada Bakery,0.6163400000000002,3.5
Restaurant Beijing,0.2692034042553189,2.5
Paradise Bakery and Cafe,0.24204799999999999,2.5
William J Walter,0.3803000000000001,3
The Burnham Restaurant,0.36785154639175266,3
Golden Crisp Fish & Chips,0.1678941176470588,2.5
Hemingway's Cafe,0.20089866666666667,2.5
Tasti D-Lite,0.27334166666666665,2.5
Microsoft Cafeteria,-0.2068833333333334,2
Lac Vien Vietnamese Restaurant,0.21996904761904756,2.5
Honey Hut Ice Cream Shoppe,0.2835301075268817,2.5
Carmona's Cafe,0.09281315789473683,2
Est West Cafe,0.28422499999999973,2.5
Druxy's Famous Deli,0.07315714285714285,2
Bar Moderno,0.04622000000000001,2
Osteria 2350,0.2413103603603601,2.5
Ristorante Pizzeria La Piazzetta,-0.08460000000000001,2
The Original Flame Burger,0.19264036697247705,2.5
Enterprise Rent-A-Car,0.5413,3
Gourmet Express,0.3403424999999999,2.5
Espresso Planet,0.3135142857142857,2.5
Djerba la Douce,0.2725341463414634,2.5
J&R Kosher Meat & Delicatessen,0.30516,2.5
Vintage Tea & Coffee,0.35308679245283026,2.5
Poutini's House of Poutine,0.33830795454545465,2.5
Giuseppes Pizza & Subs,0.1715866666666667,2.5
Bert's Backyard Bar and Bistro,0.2602113636363636,2.5
Shahi The Royal Roti,0.12404242424242429,2.5
Big Bus Tours - Las Vegas,-0.148,2
Fox & Fiddle,0.18229393939393942,2.5
Bread and Kabob,0.2514015625,2.5
Luna Rossa,0.30900397196261653,2.5
Destingo,0.09418863636363638,2
Dozen Cupcakes,0.24850000000000008,2.5
Bucci's Brick Oven,0.26604352941176457,2.5
Blackfriars,0.3465972972972974,2.5
Peter's Cuisine -Grill- Banquets,0.6159888888888889,3.5
Tim Hortons,0.4397666666666667,3
Chez Carl Express,0.1798666666666667,2.5
McDonalds,-0.01036499999999998,2
Saigon Bistro,0.3045361702127659,2.5
LaMarca's Pizza,0.24923333333333333,2.5
Goods & Provisions,0.24130133333333323,2.5
Sur La Table,0.310475,2.5
Essen,0.25131134020618556,2.5
Pho Little Saigon,0.251093396226415,2.5
Hot Dog On A Stick,0.42796,3
Caju,0.08028750000000001,2
Peppery Cat,0.24866363636363636,2.5
Roberto's Taco Shop,0.20541117647058818,2.5
Northwood,0.4078569444444444,3
The Counter,0.3202466666666667,2.5
Big Eye Sushi Bar,0.34057735191637617,2.5
Thimbleberry House,0.24746666666666664,2.5
The Pursuit of Frosting,0.2883352941176471,2.5
Liberty Shawarma,0.37815,3
Tealicious Tea House,0.33687323943661973,2.5
Dusit Restaurant,0.326993984962406,2.5
Escape Lounge,0.1876428571428571,2.5
Asian Legend,0.27217521613832846,2.5
Peoples Food,0.26424285714285717,2.5
New Sun Star Super Buffet,0.4939,3
UUBU 6,0.1755698412698413,2.5
Cream,0.23484,2.5
Five Guys,0.5782117647058824,3.5
The 5-Spot,0.3296103448275863,2.5
"Grain, Curd & Bean",0.4257,3
Aroma Bakery,0.33697368421052626,2.5
Rosie's Italian Cafe,0.36962641509433963,3
Lebowskis,0.34219803921568626,2.5
Yogurtland,0.2501677419354839,2.5
DiBella's Subs,0.2518025,2.5
America's Taco Shop,0.05786935483870967,2
Hoot & Howl,-0.05068235294117648,2
Matt's Big Breakfast,0.31602134986225916,2.5
Sprouts Farmers Market,0.3472179487179488,2.5
Restaurant Globe,0.5185000000000001,3
Babe's Good N Plenty,0.34614,2.5
Ville souterraine RESO /Underground City,0.26858333333333334,2.5
Hartigan's Irish Pub,-0.0841375,2
George's  Kitchen,0.32563507109004736,2.5
Menchie's,0.21786,2.5
GOGI,0.33359140518417485,2.5
Primanti Bros,0.2255096836049859,2.5
Annona Resturant,0.3087514124293782,2.5
Wasabi Japanese Restaurant & Sushi Bar,0.24533785310734463,2.5
Restaurant Houston Steaks et Cotes Levees,0.06926808510638298,2
Carl's Jr,0.2528035714285714,2.5
Chef Chen Chinese Resturant,0.12436,2.5
Veloce Restaurant,0.4535589743589743,3
Pasta Express,0.36672999999999994,2.5
Hamburger Heaven,0.5992153846153847,3.5
Las Vegas Distillery,0.2781571428571429,2.5
Le Den,0.58529,3.5
Hot Sauce Williams Barbecue Restaurant,0.20112305936073047,2.5
Montfort Restaurant,0.12648593749999998,2.5
Fuddruckers,0.28875943396226417,2.5
The Perfect Scoop,0.024058333333333334,2
The Phoenix Bar & Lounge,0.63908,3.5
Briskit Gourmet Slow Cooked Sandwiches,0.18501388888888892,2.5
Betty's,0.27277101449275365,2.5
George IV Bar,0.2394722222222222,2.5
Brazil Bakery and Pastry,0.41945000000000005,3
Elefanten,0.0984,2
Ali's King Falafel,0.0,2
Great Clips,-0.8316,1
Specture Media,0.8356,4.5
Sexy Lexy Kitchen,0.563875,3.5
Tsunami,0.1640684210526316,2.5
Traffic Jam,0.3879439024390244,3
Bazara Asian Cuisine,0.3472313186813185,2.5
Bama's Southern Kitchen,0.3445738255033556,2.5
D' Lucky,0.07901666666666667,2
Tasty Station,0.3485275,2.5
Alton Restaurant,0.12942000000000004,2.5
La Fuente,0.513725,3
Chez Gautier Restaurant,0.12393846153846154,2.5
Popped,0.2932606481481476,2.5
Sun Sing Express Chinese Food,0.5435,3
Little Italy Pizza,0.30997962962962955,2.5
Mora Italian,0.2872961104140528,2.5
