Business Name,Health Score,Health Index
C-Shack,0.5270181818181818,3
Bella Vita,0.19229000000000002,2.5
Sammy's Famous Corned Beef,0.1273857142857143,2.5
Massimo Pizza & Pasta,0.26250454545454543,2.5
Four Queens Hotel & Casino,0.28317,2.5
Arizona Distilling Co,0.07076666666666667,2
Roy's Deli,0.41159062499999993,3
Copper Door Bar,0.43065,3
Ooud Kitchen,0.18865925925925925,2.5
346 Patisserie,0.33082552204176285,2.5
Stonewater Golf Club,0.43866875000000005,3
Rosendos Taco Shop,0.45258333333333334,3
Pete's Fish & Chips,-0.058183333333333344,2
Osechi Japanese Cuisine,0.1710666666666667,2.5
Kushi Bar Muramoto,0.22392018348623852,2.5
Dave's Cosmic Subs,0.42113333333333336,3
Wildfire Valley View,0.474775,3
Toscano's Grill,0.41461666666666663,3
The Big Guy's Little Coffee Shop,0.3852050000000001,3
Dawat-e-Khas BBQ,0.05579999999999998,2
Romano's Macaroni Grill,0.25731867469879516,2.5
The Sugar,0.3161057692307692,2.5
Sunrise Caribbean Restautant,0.16243333333333335,2.5
Mike's Place,0.27788543689320383,2.5
Cilantro,0.2260678756476683,2.5
Figs Home & Garden,0.2237125,2.5
Bonnie's Barkery,0.392575,3
Fry's Food Stores,0.15061666666666665,2.5
Yatco Filipino Restaurant,0.26882307692307694,2.5
Manchu Wok,0.11373749999999999,2
Somma Pizza Restaurant & Sports Bar,0.23211250000000005,2.5
Zanzibar African Restaurant,0.07246666666666665,2
Dangerous Dan's Diner,0.1465021126760563,2.5
Target,0.4404,3
Dr Deli and the Salad Queen,0.21210526315789474,2.5
CUT by Wolfgang Puck,0.2824894379676331,2.5
Carhops Sub Shop,0.3439720588235295,2.5
Shaving Grace Barber Shop,0.7269,4
Divinos,0.15305714285714284,2.5
Bronze Cafe at The Center,0.33484572614107927,2.5
Thai 5 Cafe,0.29241068702290063,2.5
India Grill,0.32311578947368425,2.5
Sweet Tomatoes,0.2614109118086693,2.5
