Business Name,Health Score,Health Index,,,,,
Duckworth's Grill & Taphouse,0.310996945,2.5,,,,,
Rocks Lounge,0.8176,4.5,,,,,
Baguette & Co,0.324009589,2.5,,,,,
Le Oui Oui,0.168655556,2.5,,,,,
Galanga Thai Eatery,0.24043991,2.5,,,,,
Monster Mash,0.394158462,3,,,,,
Il'Castello Restaurant,0.198975,2.5,,,,,
Shucks Tavern & Oyster Bar,0.275461008,2.5,,,,,
Wasabi Japanese Steakhouse,0.082724706,2,,,,,
Ethel M Chocolates,0.409607692,3,,,,,
Bruegger's Bagels,0.313993333,2.5,,,,,
Gratifying Grains,0.347722222,2.5,,,,,
Kenzo Ramen,0.269438559,2.5,,,,,
Parkwoods Coin Laundry,0,2,,,,,
Morning Glory Coffeehouse,0.403128571,3,,,,,
New Peking Express,0.288413115,2.5,,,,,
Dormont Lanes,0.52176,3,,,,,
Carl's Jr.,0.007413333,2,,,,,
Planet Sub Mesa-Grand,0.339752941,2.5,,,,,
Shoppers Drug Mart,0.494866667,3,,,,,
Chop Steakhouse & Bar,0.232282969,2.5,,,,,
Anthem Community Farmer's Market,0.4425,3,,,,,
Naniwa-Taro,0.173961176,2.5,,,,,
The Hillsdale,0.06025,2,,,,,
Wild Wing Cafe,0.174025806,2.5,,,,,
Dollar Tree Stores,-0.8271,1,,,,,
Hampton Inn & Suites Phoenix Chandler-Fashion Center,0.63565,3.5,,,,,
Olde Town Coffee House,0.296873214,2.5,,,,,
Taqueria El Capullo,0.2180875,2.5,,,,,
Settebello Pizzeria Napoletana,0.263994644,2.5,,,,,
PIZZAFIRE,0.21585974,2.5,,,,,
Luxmy Caterers,0.40875,3,,,,,
Sloan Park,0.280986667,2.5,,,,,
Pecos Community Center,0.7003,4,,,,,
Postrio,0.291011995,2.5,,,,,
Dee's Cafe,0.4404,3,,,,,
Chez Ping,0.234231579,2.5,,,,,
Tasty & Tasty,0.285638095,2.5,,,,,
Nothing Bundt Cakes,0.336726446,2.5,,,,,
Island Wok,0.155598462,2.5,,,,,
Ambassador Chinese Cuisine,0.318002941,2.5,,,,,
Serenade,0.335578794,2.5,,,,,
Pastaggio,0.24365,2.5,,,,,
Sagebrush Ranch,0.0857,2,,,,,
Baby Cakes,0.276167133,2.5,,,,,
East of York Gourmet Food,0.41092963,3,,,,,
Escape or Die,0.534633333,3,,,,,
Vanipha Lanna Lao-Thai Restaurant,0.199122222,2.5,,,,,
Papa Murphy's Take 'N' Bake Pizza,0.318554545,2.5,,,,,
Bon Appetit Cafe,0.1835,2.5,,,,,
Arizona Culinary Institute,0.426471875,3,,,,,
Saxby's Coffee,0.29325,2.5,,,,,
The Coffee Shop,0.144966842,2.5,,,,,
TCBY,0.372088235,3,,,,,
Little Caesars Pizza,0.12716,2.5,,,,,
Charleston Antique Mall,0.383961538,3,,,,,
Cora's Breakfast & Lunch At Clarkson,-0.091633333,2,,,,,
Drift,0.362668116,2.5,,,,,
Wienerschnitzel,0.318008571,2.5,,,,,
Cork & Cleaver Social Kitchen,0.30004233,2.5,,,,,
Maxies Bistro,0.22132027,2.5,,,,,
New Hong Kong,0.225673239,2.5,,,,,
Toys Toys Toys,0.148,2.5,,,,,
Moxie's Grill & Bar,0.252132212,2.5,,,,,
Wood35 Restaurant Bar,0.463585714,3,,,,,
Harkins Theatres North Valley 16,0.6808,3.5,,,,,
Yang's Restaurant,0.224680952,2.5,,,,,
George's  Kitchen,0.305943116,2.5,,,,,
Restaurant Le Soleo,0.5984,3.5,,,,,
Amsterdam,0.260608333,2.5,,,,,
West Valley Pediatric Dentistry & Orthodontics,0.72555,4,,,,,
The Pig and Cow,0.147063636,2.5,,,,,
Town Tavern,-0.1403,2,,,,,
South Hills Brewing Supply,0,2,,,,,
Mai Thai,0.301252941,2.5,,,,,
Cafe de Paris,0.27916875,2.5,,,,,
C-Shack,0.524509524,3,,,,,
Bella Vita,0.14631,2.5,,,,,
Zen Massage Charlotte,0.2023,2.5,,,,,
Sammy's Famous Corned Beef,0.14808,2.5,,,,,
Massimo Pizza & Pasta,0.295107407,2.5,,,,,
Four Queens Hotel & Casino,0.159772727,2.5,,,,,
Arizona Distilling Co,0.290813158,2.5,,,,,
Roy's Deli,0.390155556,3,,,,,
Copper Door Bar,0.10195,2,,,,,
Ooud Kitchen,0.176919231,2.5,,,,,
346 Patisserie,0.329408182,2.5,,,,,
Stonewater Golf Club,0.454707692,3,,,,,
John Spanos Barber Shop & Hairstylists,0.26565,2.5,,,,,
Rosendos Taco Shop,0.415972727,3,,,,,
Dusit Restaurant,0.280226163,2.5,,,,,
Osechi Japanese Cuisine,0.155041096,2.5,,,,,
Kushi Bar Muramoto,0.242068794,2.5,,,,,
Dave's Cosmic Subs,0.4816375,3,,,,,
Toscano's Grill,0.56118,3,,,,,
The Big Guy's Little Coffee Shop,0.354605882,2.5,,,,,
Dawat-e-Khas BBQ,0.11127,2,,,,,
Romano's Macaroni Grill,0.201552581,2.5,,,,,
The Sugar,0.327730435,2.5,,,,,
Sunrise Caribbean Restautant,-0.021266667,2,,,,,
Mike's Place,0.23913879,2.5,,,,,
Cilantro,0.17773,2.5,,,,,
Blasiole's Pizza,-0.089875,2,,,,,
Fry's Food Stores,0.190152,2.5,,,,,
Yatco Filipino Restaurant,0.291225,2.5,,,,,
Manchu Wok,0.123936842,2.5,,,,,
Somma Pizza Restaurant & Sports Bar,0.184360377,2.5,,,,,
Zanzibar African Restaurant,0.03432,2,,,,,
Dangerous Dan's Diner,0.143752273,2.5,,,,,
Bonnie's Barkery,0.446433333,3,,,,,
Top Shelf Bar & Grill,-0.06494,2,,,,,
Dr Deli and the Salad Queen,0.295706897,2.5,,,,,
CUT by Wolfgang Puck,0.278873304,2.5,,,,,
Carhops Sub Shop,0.293947154,2.5,,,,,
Shaving Grace Barber Shop,0.6115,3.5,,,,,
Funpub,-0.6666,1.5,,,,,
Divinos,0.153057143,2.5,,,,,
Mr Tire Auto Service Centers,-0.6705,1.5,,,,,
Bronze Cafe at The Center,0.341996506,2.5,,,,,
Thai 5 Cafe,0.287870149,2.5,,,,,
India Grill,0.290179355,2.5,,,,,
Sweet Tomatoes,0.252753015,2.5,,,,,
Patel Brothers,0.315604,2.5,,,,,
Cucina Vitale,0.377685185,3,,,,,
Rock Fresh,0.102609804,2,,,,,
The Coffee House & Sweet Buttercupcakes,0.337969767,2.5,,,,,
Thai Spice,0.284172332,2.5,,,,,
The Puck Sports Bar and Grill,0.269884615,2.5,,,,,
The Birdcage Bar & Restaurant,0.233451515,2.5,,,,,
Restaurant Hermes,0.674633333,3.5,,,,,
Sharkey's Village Cafe,0.128507692,2.5,,,,,
The Shoppes at The Palazzo,0.390214286,3,,,,,
El Charro Restaurant & Cocktail Lounge,0.181860563,2.5,,,,,
Omni Scottsdale Resort & Spa at Montelucia,0.328082353,2.5,,,,,
Vic & Anthony's Steakhouse,0.290091011,2.5,,,,,
Nguyet Minh Lo Banh Mi,0.342728814,2.5,,,,,
Ocean Palace,0.153576923,2.5,,,,,
Goodness Gracious Great Balls and Sliders,0.19264,2.5,,,,,
Cafe Zupas,0.285204382,2.5,,,,,
Check Please Cafe,0.519266667,3,,,,,
Long Wong's Dobson,0.167077778,2.5,,,,,
Wheelfish,0.351363402,2.5,,,,,
Ullmann Arndt Salon,-0.5994,1.5,,,,,
The Art Theater,0.597657143,3.5,,,,,
Bistro 2182,-0.02042,2,,,,,
Kenilworth Tavern,0.355071429,2.5,,,,,
Cherubs Cafe and Candy Bouquet,0.288171429,2.5,,,,,
Morrison Homes Construction Trailer,0.6114,3.5,,,,,
Saravanaa Bhavan,0.314047368,2.5,,,,,
Market On Forbes IGA,-0.45895,1.5,,,,,
Croagh Patrick's Pub,0.397119048,3,,,,,
Robert Emmets Food & Spirits,0.258825,2.5,,,,,
Za's Italian Cafe,0.17857284,2.5,,,,,
Restaurant Regal Delie & Grill,0.361481481,2.5,,,,,
Alleycatz Restaurant Jazz Bar,0.196117054,2.5,,,,,
Shucks Tavern,0.290096552,2.5,,,,,
Panera Bread,0.212866667,2.5,,,,,
Acme Bar & Grill,0.175271429,2.5,,,,,
Zoe's Food Truck,0.338817143,2.5,,,,,
Jersey Mike's Subs,0.1825,2.5,,,,,
6th Street Pub N Grill,0.341394118,2.5,,,,,
Verger Lacroix,0.436442857,3,,,,,
Paradise Bakery,0.158415,2.5,,,,,
The Coffee Table,0.282995833,2.5,,,,,
Wells Fargo Bank,0.9042,4.5,,,,,
Big Burger,0.02692,2,,,,,
Sausalido,0.284287367,2.5,,,,,
Los Arrieros,0.270291,2.5,,,,,
Bubble Island,0.213194118,2.5,,,,,
Sam Thong Portraits and Caricatures,0.4927,3,,,,,
4 Sons Chevron,0.251825,2.5,,,,,
Smiley Nails,0.5411,3,,,,,
The Saloon of Mt. Lebanon,0.3094375,2.5,,,,,
Handyman Services,0.739966667,4,,,,,
McCoy Burger Company,0.269976617,2.5,,,,,
Milestones Restaurants,0.23482356,2.5,,,,,
Lucky Samurai,0.230516471,2.5,,,,,
The Boiling Harbour,0.266357895,2.5,,,,,
Cafe China,0.323321605,2.5,,,,,
SunRise Caribbean Restaraunt,0.244375,2.5,,,,,
Morazan Restaurant,0.265069231,2.5,,,,,
McIntosh's Steaks & Seafood,0.5574,3,,,,,
Auntie Anne's,0.1194,2,,,,,
Earth Fare Sneak Peek Party,0.470375,3,,,,,
United Bakers Dairy Restaurant,0.241137603,2.5,,,,,
La Santisima,0.306064298,2.5,,,,,
Bob's BBQ Emporium,0.330213889,2.5,,,,,
Marco's Pizza,0.3972875,3,,,,,
Henry VIII,0.300224242,2.5,,,,,
Dalchini Hakka Chinese,0.231258824,2.5,,,,,
America's Taco Shop,0.070796825,2,,,,,
Julep's New York Bar & Restaurant,-0.149830769,2,,,,,
Aioli Gourmet Burgers and Catering Food Truck,0.334133929,2.5,,,,,
Green Tea Restaurant,0.05805,2,,,,,
AJK Chinese Cusine,0.23020359,2.5,,,,,
Kim Po Vietnamese Restaurant,0.252763514,2.5,,,,,
Juice 'n' Go Express,0.334967568,2.5,,,,,
Rubio's Coastal Grill,0.277539583,2.5,,,,,
JK Cookie and Cake Company,0.1767125,2.5,,,,,
Yen Sushi & Sake Bar,0.319536761,2.5,,,,,
DAVIDsTEA,0.333725434,2.5,,,,,
Wood Mill Restaraunt,0.6249,3.5,,,,,
Spinato's Pizza,0.29229685,2.5,,,,,
Grande Cheese Company,0.276633333,2.5,,,,,
El Sombrero,0.204652632,2.5,,,,,
The Taco Bros,0.320456818,2.5,,,,,
Sun Crisp Fish & Chips,0.1184,2,,,,,
Circle K,-0.25,2,,,,,
Angela Pizzeria & Restaurant,0.223657143,2.5,,,,,
Fish Wing,0.315381818,2.5,,,,,
Pho Tai Loi,0.28863125,2.5,,,,,
Wildflower Bread Company,0.329102326,2.5,,,,,
Calfo's Detailing,0.270516667,2.5,,,,,
Barnyard Flea Market,0.36526,2.5,,,,,
Sto Nino filipino asian market,0.2263,2.5,,,,,
Bella Mbriana,0.201352941,2.5,,,,,
La Maison de Kum Mon Restaurant,0.455967742,3,,,,,
La Chilenita,0.2739875,2.5,,,,,
THE CREPE CLUB,0.226033333,2.5,,,,,
When The Pig Came Home,0.274179661,2.5,,,,,
Ricci Italian Sausage,0.20156,2.5,,,,,
Very Venice,0.211605263,2.5,,,,,
Le Tuktuk,0.430311765,3,,,,,
Red's Catering,0.302653333,2.5,,,,,
My Sweet Blessings Bakery and Bistro,0.379603571,3,,,,,
Big Lots - Phoenix: East Cactus,-0.02205,2,,,,,
Alanoor Afghan Kabob,0.121118519,2,,,,,
Thai Basil Signature,0.212445238,2.5,,,,,
International Starters,0.316292157,2.5,,,,,
Forth Floor Restaurant,0.299056757,2.5,,,,,
Awtash Cafe,0.291652308,2.5,,,,,
Montreal En Scene,0.2361,2.5,,,,,
The Courtyard Cafe,0.339276471,2.5,,,,,
No.70 Finest Burger & Salads,0.20831,2.5,,,,,
Hong Kong BBQ,0.314666667,2.5,,,,,
Edo Japan,0.06887,2,,,,,
Bagel Stop,0.176166667,2.5,,,,,
Amore Dogs,0.275469474,2.5,,,,,
GS Supermarket,0.576333333,3.5,,,,,
Arizona State Capitol,0.303625,2.5,,,,,
Riviera Coffee Company,0.40874,3,,,,,
Grassmarket Area,0.3797,3,,,,,
Clothes Minded,0.2294,2.5,,,,,
Venezia Pizza,0.1693625,2.5,,,,,
The Reddstone,0.21372753,2.5,,,,,
Dream Cream Ice Cream,0.458911765,3,,,,,
Blue Suede Sue's,0.4203,3,,,,,
The Forest,0.0107,2,,,,,
The Basak,0.387941509,3,,,,,
Kerry's Sports Pub Pizza & Grill,0.530325,3,,,,,
Royale Lounge,0.20447,2.5,,,,,
The Mussel and Steak Bar,0.374367978,3,,,,,
Los Arcos,0.177153226,2.5,,,,,
Mommy Fish & Chips,-0.084180952,2,,,,,
Sammy's Deli & Neighborhood Pub,0.330193333,2.5,,,,,
Kyle and Romito's Barber Shop,0.1806,2.5,,,,,
The Italian Bread Place & Deli,0.56684,3.5,,,,,
Alesci's Downtown,0.394625,3,,,,,
Taco Bell,0.04791,2,,,,,
Dutch Bros Coffee,0.429235246,3,,,,,
Panda!,0.6588,3.5,,,,,
World's Fare Buffet,0.088058065,2,,,,,
Gate 403 Bar & Grill,0.322802857,2.5,,,,,
Monthathong Thai Restaurant,0.318971429,2.5,,,,,
Burrito Shop,0.419966667,3,,,,,
Hibachi Teppanyaki & Bar,0.282930952,2.5,,,,,
Dunkin' Donuts,0.175997143,2.5,,,,,
Gali's Gyro & Grill,0.322419497,2.5,,,,,
Bulk Barn,0.266066667,2.5,,,,,
John's Family Restaurant,0.210125,2.5,,,,,
Cocoberry Cafe,0.149883582,2.5,,,,,
The Coffee Bean & Tea Leaf,0.31153,2.5,,,,,
Jangwon,0.042379487,2,,,,,
Face Values,0.31245,2.5,,,,,
Oriental Gourmet House,0,2,,,,,
Hakka Masala Restaurant,0.042363636,2,,,,,
The Rooster Rotisserie and Grill,0.224342361,2.5,,,,,
Boris's Kosher Meats,0.5785,3.5,,,,,
J-Town,0.243070968,2.5,,,,,
Extreme Pita,0.496066667,3,,,,,
Pasta Brioni,0.275575456,2.5,,,,,
CiCi's Pizza,0.21408,2.5,,,,,
Bar Wellington,0.274196316,2.5,,,,,
Southern Hills Cafe,0.32179,2.5,,,,,
Midland Court Restaurant,0.166204762,2.5,,,,,
Willo Baking Company,0.310222727,2.5,,,,,
Ken Stewart's East Bank,0.275120743,2.5,,,,,
In-N-Out Burger,0.208959459,2.5,,,,,
Cost Cutters,0,2,,,,,
Beauregards,0.106077011,2,,,,,
Gianni's Pizza of Cecil,0.158514286,2.5,,,,,
High Roller,0.352179245,2.5,,,,,
Ginza of Tokyo,0.12732,2.5,,,,,
Rush Espresso Cafe and Wine Bar,0.343877636,2.5,,,,,
Heart 'n Soul Restaurant & Baked Goods,0.288947826,2.5,,,,,
Parc Central,0.310895946,2.5,,,,,
Evo Cafe,0.109085965,2,,,,,
La Hacienda Restaurant,0.178456,2.5,,,,,
Wings Sports Bar & Grill,0.1401,2.5,,,,,
Dori's Bakery,0.222245455,2.5,,,,,
Safari Kids,0,2,,,,,
Senti,0.237347797,2.5,,,,,
Boba Cafe,0.157222034,2.5,,,,,
Virgin America,0.4404,3,,,,,
Nana Tee's Hometown Dogs,0.317276154,2.5,,,,,
Sophies Soulfood,0.263466667,2.5,,,,,
Guirei Japanese Restaurant,0.160162941,2.5,,,,,
Cigarbox,0.741725,4,,,,,
Hunan Jiu Jia,0.18350274,2.5,,,,,
Harris Teeter,0.25165,2.5,,,,,
Team Ford Lincoln,0.4404,3,,,,,
La Michoacana Paleteria,0.267944828,2.5,,,,,
KFC - Kentucky Fried Chicken,-0.642133333,1.5,,,,,
Krispy Kreme,0.213680556,2.5,,,,,
Coral Reef,0.244885714,2.5,,,,,
Sushi Bong,0.307146546,2.5,,,,,
Grampa's Pizzeria,0.372959789,3,,,,,
Burger Betty's,0.2702,2.5,,,,,
Pink Taco,0.247007082,2.5,,,,,
Qoola Frozen Yogurt Bar,0.247264706,2.5,,,,,
Swiss Chalet,0.23708,2.5,,,,,
Omaha Steak House,0.243833333,2.5,,,,,
Presse Cafe,0.04242,2,,,,,
The Liberty Kitchen,0.293988889,2.5,,,,,
The Eger Eye Group,0.6696,3.5,,,,,
Woodman's Market,0.168537209,2.5,,,,,
Salad KraZe,0.29442028,2.5,,,,,
Church's Chicken,0.215933333,2.5,,,,,
Zeppe's Bistro & Pizzeria,0.289959633,2.5,,,,,
Diho Supermarket,0.12053,2,,,,,
Floridino's Pizza & Pasta,0.275706667,2.5,,,,,
Burgers + Ethnic Food + BBQ,0.2605875,2.5,,,,,
Scoops in Bloomfield,0.306358621,2.5,,,,,
Patriot Taphouse and Grill,0.31215,2.5,,,,,
Flaming Ice Cube,0.305997303,2.5,,,,,
Langham Delight,0.170996154,2.5,,,,,
Negin Bakery,0.429696667,3,,,,,
Sushi Huang,0.3425,2.5,,,,,
Tiramisu Ristorante,0.403866667,3,,,,,
Cashew & Clive,0.02345,2,,,,,
LaCia Salon,0.4375,3,,,,,
El Cafecito Cafe,0.37918,3,,,,,
Sweet O Wine and Chocolate Lounge,0.337940984,2.5,,,,,
SS Kitchen,0.547218182,3,,,,,
Crudessence,0.336852152,2.5,,,,,
The Phoenix Bar & Lounge,0.57744,3.5,,,,,
Brickyard Grounds,0.277437037,2.5,,,,,
Wyndham Grand Pittsburgh Downtown,0.4713,3,,,,,
Sway Pool & Lounge,0.03285,2,,,,,
Piccolo Restaurant,0.298426923,2.5,,,,,
Pardis,0.291683871,2.5,,,,,
Real Rajput Indian Cuisine,0.535166667,3,,,,,
Forever Rosemary,-0.0289,2,,,,,
Connolly's On Fifth,0.304854167,2.5,,,,,
El Paso Bar-B-Que Company,0.3289,2.5,,,,,
My Arepa,0.234508861,2.5,,,,,
JR Sweets,0.234554167,2.5,,,,,
Johnny J's Pub & Grille,0.311290909,2.5,,,,,
Istanbul,0.224075,2.5,,,,,
City of El Mirage City Park,0.21075,2.5,,,,,
Village Inn,0.156441176,2.5,,,,,
Pizza St Sauveur,0.290128571,2.5,,,,,
Charleston's,0.330461511,2.5,,,,,
Sunnyside Grill,0.311747368,2.5,,,,,
The Rubix,0.697,4,,,,,
Casa Rasta,0.236047846,2.5,,,,,
Oak Ridges Asian Deli,0.03535,2,,,,,
Caruso Gourmet Pizza,0.262288889,2.5,,,,,
Montfort Restaurant,0.165552273,2.5,,,,,
Emilia Romagna,0.342766,2.5,,,,,
Rivertowne,0.232952174,2.5,,,,,
Curry Kitchen By the Grange,0.1694375,2.5,,,,,
San Croix Apartments,0.1531,2.5,,,,,
Hong Kong Garden Seafood & Dim Sum Cafe,0.274747188,2.5,,,,,
Grey Goat Pub And Grill,0.33537,2.5,,,,,
MoCa,0.356794595,2.5,,,,,
Hello Bistro,0.254760843,2.5,,,,,
Big Plus Fashions,0.2628,2.5,,,,,
Phil & Tony's Pizza Brick Oven Pizza,-0.05433,2,,,,,
A8 China,0.042781081,2,,,,,
Aldi,0.04535,2,,,,,
Casa Amiga,0.45995625,3,,,,,
Bosa Donuts,0.253980769,2.5,,,,,
Salad and Go,0.370764062,3,,,,,
Slick Nails,0,2,,,,,
The Calvin Bar,0.384366667,3,,,,,
B & M Bar-B-Que Shaw,0.235885714,2.5,,,,,
New York Nails,0.401,3,,,,,
99 Cents Only Stores,0,2,,,,,
Thang Long,0.22702,2.5,,,,,
Wingstop,0.149041791,2.5,,,,,
Second Cup,0.438218182,3,,,,,
Dairy Queen,0.55485,3,,,,,
Tom's BBQ,0.21366,2.5,,,,,
Simplee Sushi,0.315810345,2.5,,,,,
Barrio Fiesta of Manila,0.325994737,2.5,,,,,
Gourmet Burger Co,0.348112644,2.5,,,,,
Cinnabon,0.506854545,3,,,,,
Royal Gyros,0.70755,4,,,,,
Two Spoons,0.39676,3,,,,,
Sin City Vapor V,0.64425,3.5,,,,,
Panera Bakery & Cafe,0.165281538,2.5,,,,,
LPK'S Culinary Groove,0.4597,3,,,,,
Cotto & Crudo,0.334783333,2.5,,,,,
Noodleholic,0.305914474,2.5,,,,,
Mikado Japanese Restaurant,0.35067479,2.5,,,,,
McCormick Ranch Golf Club,0.244565789,2.5,,,,,
The Works,0.319421277,2.5,,,,,
New Homemade Kosher Bakery,0.376184615,3,,,,,
The Ballroom Bowl Bar Bistro,0.251601563,2.5,,,,,
Ben & Florentine,0.3508,2.5,,,,,
Queen Margherita Pizza - Baby Point,0.260892262,2.5,,,,,
Greek House Food Market,0.37332,3,,,,,
Las Vegas Pet Spa,0.44695,3,,,,,
Spin Dessert Cafe,0.3451875,2.5,,,,,
The Mad Hatter,0.61275,3.5,,,,,
Goodwill,0.2023,2.5,,,,,
Villa Y Zapata,0.30999645,2.5,,,,,
Mama Jo Homestyle Pies,0.222737838,2.5,,,,,
Quesada Burritos & Tacos,0.0291725,2,,,,,
Jazz 28,0.252062069,2.5,,,,,
Sheraton Gateway Hotel in Toronto International Airport,-0.11542,2,,,,,
Foothill High School,0.2481,2.5,,,,,
Grill Fish Cool,0.035132353,2,,,,,
Spork,0.313756573,2.5,,,,,
Pizza Nova,0.3146875,2.5,,,,,
The Pour House,0.433733333,3,,,,,
San Francisco Style Sourdough Eatery,0.309140659,2.5,,,,,
The Markham Station Restaurant,0.157031795,2.5,,,,,
Macayo's Mexican Restaurant,0.177244444,2.5,,,,,
The Club,0.274466667,2.5,,,,,
Eggstyle,0.2083,2.5,,,,,
7grad,-0.7542,1,,,,,
Rockaberry,0.25423,2.5,,,,,
Cosmo's Plumbing,0.9231,4.5,,,,,
Domino's Pizza,0.053033333,2,,,,,
Juice Almighty,0.211829167,2.5,,,,,
St. Louis Bar & Grill,0.053250877,2,,,,,
Burger King,0.22364,2.5,,,,,
Wally's Pub and Grill,0.30865119,2.5,,,,,
KM Salon,0.516825,3,,,,,
Vintners Rooms,0.314033333,2.5,,,,,
Slim Chickens,0.230227273,2.5,,,,,
Franco's Pizza,0.306336364,2.5,,,,,
E2,0.320984289,2.5,,,,,
Dragon Ass Coffee,0.339555556,2.5,,,,,
Jet Garden Chinese Food,0.62185,3.5,,,,,
Java House,0.287613333,2.5,,,,,
Yoforia,0.215345,2.5,,,,,
Wrights at The Arizona Biltmore,0.283257254,2.5,,,,,
House of Mei,0.286479861,2.5,,,,,
Don's II Pizza,0.3946,3,,,,,
Dalhousie Castle Hotel,0.360002326,2.5,,,,,
Chipotle Mexican Grill,0.122939535,2.5,,,,,
The Dive Bar,0,2,,,,,
Phuel Cafe,0.289151125,2.5,,,,,
Green Onion Pan Asian Cuisine,0.16252,2.5,,,,,
Ravenous,0.119475,2,,,,,
Byrd's Pub and Grill,0.31044,2.5,,,,,
Greg's Bar B Q,0.198031579,2.5,,,,,
Popeyes Louisiana Kitchen,0.126986667,2.5,,,,,
Dragon Flame Chinese Grill,0.196866667,2.5,,,,,
Table 17,0.261913916,2.5,,,,,
Veganbites Bakery & Espresso,0.378601408,3,,,,,
Danny's Pizza,0.168722222,2.5,,,,,
17 Steps Restaurant and Bar,0.337377381,2.5,,,,,
Restaurant Greenspot,0.237584848,2.5,,,,,
Demetrios Restaurant,0.259929412,2.5,,,,,
Pita Pure House,0.4752,3,,,,,
Bonjour Brioche,0.260101011,2.5,,,,,
Mandy's Fish And Chips,0.299823077,2.5,,,,,
Park Place Restaurant,0.232888,2.5,,,,,
Bar Louie,0.145551429,2.5,,,,,
Redendo's Pizzeria Ristorante,0.282586702,2.5,,,,,
Lito's Fine Mexican Food,0.319506383,2.5,,,,,
The Lunch Lounge,0.318671605,2.5,,,,,
Beefeater,0.051475,2,,,,,
Village Cafe,0.25507551,2.5,,,,,
Door Fifty Five,0.328025532,2.5,,,,,
Mr Nick's Greek Kitchen,0.230630952,2.5,,,,,
Firkin on Harbour,0.196993846,2.5,,,,,
Carrie Cerino's Ristorante & Party Center,0.194570093,2.5,,,,,
Kalendar,0.309228152,2.5,,,,,
Your Modern Accountant,0.2553,2.5,,,,,
Buffet King,0.504983333,3,,,,,
CJ's Talley's Pub,0.377516667,3,,,,,
Tucker's Marketplace Restaurant,-0.061433333,2,,,,,
Custom,0.479633333,3,,,,,
4 Life Natural Foods,0.4019,3,,,,,
Ali Baba's,0.087175556,2,,,,,
Silver Spur Saloon & Restaurant,0.20546125,2.5,,,,,
Blue Hound Kitchen & Cocktails,0.292052143,2.5,,,,,
Peppes Pizza,0.40516,3,,,,,
Eco Bistro,0.038597059,2,,,,,
Burger Factory,0.086058974,2,,,,,
Simpatico Espresso,0.356301613,2.5,,,,,
Chen's Chinese Bistro,0.30845641,2.5,,,,,
CherryBerry,0.356388462,2.5,,,,,
Al Paradiso,-0.035941176,2,,,,,
Le Comme Chez Soi,0.202628571,2.5,,,,,
Ben & Jerry's,0.344418182,2.5,,,,,
Grandma Rose's Catering & Pastry,0.1177,2,,,,,
Purple Bubble Asian Cuisine,0.243754717,2.5,,,,,
Ellersly House,0.105861111,2,,,,,
Berrygood,0.116519444,2,,,,,
Zea,0.428976471,3,,,,,
Efes Bar & Grill,0.430194737,3,,,,,
Le Cordon Bleu,0.4901,3,,,,,
El Kora,0.33025,2.5,,,,,
Jamba Juice,0.317390476,2.5,,,,,
Ichiban Sushi,0.31669,2.5,,,,,
International Grocery,0.5121,3,,,,,
Figs Home & Garden,-0.027266667,2,,,,,
Hickory Nut Golf Course,-0.6901,1.5,,,,,
Lola,0.311595885,2.5,,,,,
Dans le Noir,0.154611111,2.5,,,,,
North Star Seafood Restaurant,0.411288235,3,,,,,
El Pollo Loco,0.414016923,3,,,,,
Tropical Smoothie Cafe,0.233979167,2.5,,,,,
Bleachers Sports Grill,0.52279,3,,,,,
Sbarro,0.094123077,2,,,,,
Calabria's Italian Restaurant,0.155864286,2.5,,,,,
Niagara Street Cafe,0.189202273,2.5,,,,,
Lola's,0.30608595,2.5,,,,,
Sizzlers,0.335594444,2.5,,,,,
Thai Food To Go,0.287740131,2.5,,,,,
Espresso Royale,0.524185714,3,,,,,
Piacquadio's Restaurant & Lounge,0.312484615,2.5,,,,,
Mariscos Playa Escondida,0.303527966,2.5,,,,,
Old Station Sub Shop,0.346989216,2.5,,,,,
Eliseevsky Restaurant,0.247479592,2.5,,,,,
Dunwellz,0.349578571,2.5,,,,,
Mick E Fynn's,0.184988095,2.5,,,,,
Okra Cookhouse & Cocktails,0.296280348,2.5,,,,,
White Flower Cake Shoppe,0.317048485,2.5,,,,,
Tian Xin Place,0.138692308,2.5,,,,,
L'Asie Resto Bar,0.136490909,2.5,,,,,
Mr Greek Mediterranean Grill,0.222498462,2.5,,,,,
La Piazzetta,0,2,,,,,
Pita Lite Islington,-0.037972727,2,,,,,
Kitchen 73,0.289008434,2.5,,,,,
Chick-fil-A,0.2312875,2.5,,,,,
Quick N Clean,0,2,,,,,
Something Sweet Bakery,0.436895,3,,,,,
New Town Deli,-0.076725,2,,,,,
Walmart Supercenter,0.18564,2.5,,,,,
Tony Roma's,0.16580303,2.5,,,,,
ABX American Burger Works,0.192235115,2.5,,,,,
Squirrel's Nest Restaurant and Bar,0.354211111,2.5,,,,,
Water & Ice,0.155257143,2.5,,,,,
Buffalo Wild Wings,0.254134694,2.5,,,,,
RETRO Dog,0.2913429,2.5,,,,,
U-Pack Moving,0.2286,2.5,,,,,
Costco,0.341988889,2.5,,,,,
La Ferme Quinn,0.451871429,3,,,,,
Vanak Restaurant,0.10508,2,,,,,
Boucle & Papier,0.2202,2.5,,,,,
L'Unita,0.368133172,3,,,,,
Days Inn Charlotte/Woodlawn Near Carowinds,0.5106,3,,,,,
Cravings,0.259000444,2.5,,,,,
Chevron Pit Stop 3,0.207571429,2.5,,,,,
Pizza Joe's & Deli,0.177081818,2.5,,,,,
