Business Name,Health Score,Health Index,,,,,
World Market,0.420708163,3,,,,,
Giuseppe's Bar & Grille,0.190407143,2.5,,,,,
Chi-Town Hustler,0.231207843,2.5,,,,,
Crabtree and Evelyn,0.516528571,3,,,,,
Packs & Dogs,0.235549123,2.5,,,,,
Cheese 'n Stuff,0.247380258,2.5,,,,,
Kyoto House & Japanese Restaurant,0.250260256,2.5,,,,,
Tater's Cafe and Chophouse,0.322379167,2.5,,,,,
Goodwill of Southwestern Pennsylvania,0.385585714,3,,,,,
MV Snacks & Sushi,0.461795833,3,,,,,
Mi Nuevo Nayarit,0.108055556,2,,,,,
Dalmeny Bar,0.156225,2.5,,,,,
Second Bowl,0.461764286,3,,,,,
Frida,0.138430682,2.5,,,,,
Ramada Elyria,-0.074,2,,,,,
Sittoo's,0.2686625,2.5,,,,,
The OWL's Meat Shop,0.453033333,3,,,,,
Motorino Enoteca,0.237331944,2.5,,,,,
Yori Q Korean Grill & Bar,0.219706757,2.5,,,,,
Horizon Honors Secondary School,0.41234,3,,,,,
Dominic's,0.34133,2.5,,,,,
Chaye Coffee & Tea,0.140318182,2.5,,,,,
Pizza Pizza,0.03645,2,,,,,
Laundry Factory,-0.1678,2,,,,,
Cafe California Restaurant,0.296928571,2.5,,,,,
Roxtrot Vintage,0.1806,2.5,,,,,
Mariscos Las Playitas,0.376975,3,,,,,
South Mountain Cafe,0.31962963,2.5,,,,,
Golden Patty,0.234435931,2.5,,,,,
Fiesta Grill,0.167681818,2.5,,,,,
Dragon Chinese Restaurant,0.054277778,2,,,,,
Oh My Lard,0.202366667,2.5,,,,,
North Central Animal Hospital,0.462833333,3,,,,,
Golden Horse Restaurant,0.202466146,2.5,,,,,
Mi Pueblo Taco Shop,0.357336364,2.5,,,,,
Hangry Burger,0.198742609,2.5,,,,,
Maki Maki Restaurant,0.1398,2.5,,,,,
Jin's Chicken and Fish,0.102142857,2,,,,,
Yakamoz Grill,-0.24695,2,,,,,
Fry's & Fry's Marketplace,0.36055,2.5,,,,,
Casey's,0.085065714,2,,,,,
Atlasta Catering & Event Concepts,0.122307407,2,,,,,
Asia Thai Dat,0.205415385,2.5,,,,,
Fitness Experience,0.5984,3.5,,,,,
Bagel Buddy's,0.455425,3,,,,,
Scratch Kitchen,0.160510345,2.5,,,,,
Anise Vietnamese Restaurant,0.341415068,2.5,,,,,
Mr Basrai's,0.332673077,2.5,,,,,
Pazzo,0.1537,2.5,,,,,
Holsteins Shakes and Buns,0.295938834,2.5,,,,,
Famous Gyro George,0.2228,2.5,,,,,
Telsaan Tea Shop,0.371147368,3,,,,,
Ristorante Rusticone,0.3612,2.5,,,,,
The Flame Broiler,0.348927273,2.5,,,,,
Aroma Taste of Middle East,0.272630769,2.5,,,,,
7-Eleven,0.375,3,,,,,
Pearl Medspa & Wellness Center,0.2063,2.5,,,,,
King Buffet,0.15825098,2.5,,,,,
Duke Of York,0.440081818,3,,,,,
Callville Bay Resort & Marina,0.087436364,2,,,,,
V's Caribbean Restaurant,0.343496774,2.5,,,,,
Wize Guyz Pizza,0.233642857,2.5,,,,,
Applebee's,0.203714286,2.5,,,,,
Great American Cookies,0.419735294,3,,,,,
Restaurant Karoun,0.3814075,3,,,,,
Pink Lemon Bake Shop,0.480225,3,,,,,
Cross Creek Inn,0.30897,2.5,,,,,
Greenleaf's & Bananas,-0.244233333,2,,,,,
Modern Donut,0.348154545,2.5,,,,,
Country Maid Ice Cream,0.311989744,2.5,,,,,
Pizza Shack,0.28485942,2.5,,,,,
Peridot Resto Lounge,0.268593684,2.5,,,,,
Un Autre Restaurant,0.467975758,3,,,,,
Flying Saucer Draught Emporium,0.31583325,2.5,,,,,
Outback Steakhouse,0.145654386,2.5,,,,,
Greek & Co,0.095337113,2,,,,,
Great American Food,0.337262921,2.5,,,,,
Manuel's Fine Mexican Food,0.35224375,2.5,,,,,
Mandarin Restaurant - Toronto,0.229551639,2.5,,,,,
Papa John's Pizza,-0.03032,2,,,,,
No 1 Sushi Bar,0.255928058,2.5,,,,,
Don Pablo's,0.135321875,2.5,,,,,
The Shop Beer Co,0.4756,3,,,,,
ROKs Tacos - Korean BBQ Tacos,0.295117808,2.5,,,,,
Fat Tuesday,0.294488202,2.5,,,,,
Henrick's Bar,0.351995238,2.5,,,,,
The Synthetic Grass Store,0.20928,2.5,,,,,
Hex Coffee,0.431711688,3,,,,,
Nile Ethiopian Restaurant & Grocery,0.312547059,2.5,,,,,
Hodo Kwaja,0.296244234,2.5,,,,,
My Daddy's Bakery and Cafe,0.314731214,2.5,,,,,
Charleston Coffee House,0.202815385,2.5,,,,,
"Garrow Dennis D, DMD",0.28595,2.5,,,,,
Goldenview Chinese Restaurant,0.224688889,2.5,,,,,
Five Star Korean BBQ,0.3145,2.5,,,,,
Infinity's End,0.33518,2.5,,,,,
Noble Bistro,0.26017931,2.5,,,,,
Delices Bio (Les),0.5955,3.5,,,,,
Desert Paradise,-0.5423,1.5,,,,,
Olive Garden Italian Restaurant,0.147577876,2.5,,,,,
La Parrilla,0.140165517,2.5,,,,,
Nadeau - Furniture with a Soul,0.210157143,2.5,,,,,
Sai Sushi,0.260892453,2.5,,,,,
Camille's Sidewalk Cafe,0.156178947,2.5,,,,,
Wok & Roast Chinese BBQ,0.283679333,2.5,,,,,
Firehouse Subs,-0.0193,2,,,,,
Thai Express,0.241277778,2.5,,,,,
Fire,0.309721622,2.5,,,,,
Hacienda Hotel & Casino,0.212646154,2.5,,,,,
The Inn on Negley,0.328165842,2.5,,,,,
Mrs. Huizenga,0.6523,3.5,,,,,
What A Bagel,0.297566667,2.5,,,,,
IHOP,0.128385714,2.5,,,,,
Defelice's Deli,0.2653125,2.5,,,,,
China Panda,0.11035,2,,,,,
The Toasted Cork,0.389141304,3,,,,,
Play It Again Sam,0.4215,3,,,,,
Prince of India,-0.02196,2,,,,,
Papago Brewing,0.326015396,2.5,,,,,
Sur La Table Cooking Class,0.132165169,2.5,,,,,
Kitchen Cargo,0.273122222,2.5,,,,,
Burger King Restaurants,0.29015,2.5,,,,,
Rickshaw Bar,0.27403964,2.5,,,,,
The Herb Box,0.362388038,2.5,,,,,
Country Inn & Suites by Carlson,0.382333333,3,,,,,
Dario's,-0.10904,2,,,,,
The Chase Fish & Oyster,0.306757392,2.5,,,,,
Novecento Pizzeria,0.268568999,2.5,,,,,
Old Crown Inn,0,2,,,,,
King's Family Restaurants,0.075722222,2,,,,,
Bruno's Pizza,0.201947619,2.5,,,,,
Aldar Mediterranean Cuisine,0.250221053,2.5,,,,,
El Farol Peruvian Cuisine,0.25966,2.5,,,,,
C.O. Daniel's,0.024611111,2,,,,,
Slots A Fun,0.108066667,2,,,,,
Hooters Casino Hotel,0.191618519,2.5,,,,,
Annies Sur-Le-Lac,0.379425,3,,,,,
Meatballz,0.302557576,2.5,,,,,
Witteveen Meats,0.223488235,2.5,,,,,
Tammie Coe Cakes,0.555785714,3,,,,,
Al's Garage,0.282503333,2.5,,,,,
Kabab Masala,0.173504167,2.5,,,,,
David's Deli,0.4127,3,,,,,
What Ale's Ya,0.4587,3,,,,,
Chart House,0.298912055,2.5,,,,,
Kepner's Tavern,0.325010417,2.5,,,,,
Shapla Tandoori Restaurant,0.08655,2,,,,,
Smoke's Poutinerie,0.20886178,2.5,,,,,
Kingston Chinese Restaurant,-0.108341667,2,,,,,
The Yorkshire Arms,0.33,2.5,,,,,
Mama's Pizzeria,0.094476923,2,,,,,
Republic Rare Coins,0.27815,2.5,,,,,
Foothills Tavern,0.155871429,2.5,,,,,
Kanda,0.353155172,2.5,,,,,
Mickies Dairy Bar,0.238087668,2.5,,,,,
Old Beijing BBQ,0.316968182,2.5,,,,,
West Side Slices,0.31016,2.5,,,,,
Stack Dim Sum Bar,0.358925253,2.5,,,,,
Quaker Steak & Lube,0.267423077,2.5,,,,,
Arizona Native Frybread,0.207664912,2.5,,,,,
Heinz Field,0.224145833,2.5,,,,,
Scardino's Automotive Specialists,0.7178,4,,,,,
Woodbridge Ribfest,0.044525,2,,,,,
The Rocket Truck,0.385528571,3,,,,,
Pei Wei,0.226429032,2.5,,,,,
Candlewood Suites Phoenix,0.4755,3,,,,,
Cafe Milano,0.241751648,2.5,,,,,
3734,0.33195,2.5,,,,,
General Tso's Chinese Food,0.523733333,3,,,,,
Kirei Sushi + Bar,0.247484642,2.5,,,,,
African Delight Cafe and Restaurant,0.348042857,2.5,,,,,
New City Restaurant,0.247074388,2.5,,,,,
Rhum Corner,0.347971875,2.5,,,,,
Cafe Vita,0.275811111,2.5,,,,,
First In Flight Bar,0.253459375,2.5,,,,,
Crepes Club,0.247167187,2.5,,,,,
Parrillada Che Gaucho,0.146247321,2.5,,,,,
Noodlecat,0.220454717,2.5,,,,,
Cafe Rio,0.29077439,2.5,,,,,
Mountain Vista Medical Center,-0.25685,2,,,,,
Slice of Vegas,0.278220933,2.5,,,,,
Bathurst Bowlerama,0.03844,2,,,,,
North of the Bayou,0.220380952,2.5,,,,,
Oscar Taylor's,0,2,,,,,
Manchurian Madurai,0.334694118,2.5,,,,,
BMO Field,0.26125,2.5,,,,,
Fried & Fabulous,0.257724359,2.5,,,,,
Basha 21,0.247373077,2.5,,,,,
Roti Cuisine of India,0.28469907,2.5,,,,,
Fettykil Fox - Vintage Inns,0.177747619,2.5,,,,,
Tum Nak Thai,0.319865584,2.5,,,,,
Best Buy,0.37995,3,,,,,
All-Clad Metalcrafters,-0.19932,2,,,,,
Vapor 2,-0.08895,2,,,,,
Vinnie Gambini,0.3822625,3,,,,,
Upper Crust Pizza Patio & Wine Bar,0.342655828,2.5,,,,,
Tillie's Attic,0.807,4,,,,,
Fuegos - Steak Tapas Vegan,0.310698305,2.5,,,,,
Windy City Beefs N Dogs,0.273888163,2.5,,,,,
The Ghurka,0.306215385,2.5,,,,,
Arc Bar,0.104781818,2,,,,,
LCBO,0.09632,2,,,,,
Herb Box Catering Company and Epicurean Marketplace,0.152527273,2.5,,,,,
Subba,0.295510185,2.5,,,,,
ALDI,0.406783333,3,,,,,
Juicy Olive Bar & Grill,0.59055,3.5,,,,,
Kenneth J Sims Park,0.4215,3,,,,,
Harkins Camelview 5,0.287688889,2.5,,,,,
Jack Astor's Bar & Grill,0.2266,2.5,,,,,
Menchies,0.287710526,2.5,,,,,
The Dinner A'fare,0.1721125,2.5,,,,,
Candyland,-0.10785,2,,,,,
Fin Izakaya,0.231618363,2.5,,,,,
Ginbu 401,0.247282834,2.5,,,,,
Luk's Soft Pretzels,0.212725,2.5,,,,,
Campus Bubble Tea,0.282328,2.5,,,,,
The Riverside Restaurant,0.380633333,3,,,,,
Radical Road Brewing,0.332440385,2.5,,,,,
Tandoori Chaska,0.163,2.5,,,,,
Caribbean Spice,0.205596441,2.5,,,,,
So Good,0.214807895,2.5,,,,,
Marie Callender's Restaurants & Bakeries,0.22275,2.5,,,,,
Villa Pizza,0.010605882,2,,,,,
Albertsons,0.104,2,,,,,
Sweet Peaches,0.34323913,2.5,,,,,
The Parking Spot,0.2287,2.5,,,,,
The Kort Haus,0.228381818,2.5,,,,,
Aurelia's Coffee & Cafe,0.239538462,2.5,,,,,
Cafe Sausalito,0.075502083,2,,,,,
Arizona Mini Self Storage,0.6808,3.5,,,,,
Indian Bowl Cuisine,0.317571134,2.5,,,,,
Jinmee Korean Cuisine,0.1632475,2.5,,,,,
Gyrosology,0.382185263,3,,,,,
Gerrard Spaghetti & Pizza House,0.265617021,2.5,,,,,
Fat Guys,0.494844444,3,,,,,
Pacers,0.307756,2.5,,,,,
Sabina's Casual Dining & Pub,0.156190909,2.5,,,,,
Patate & Ciboulette,0.237975,2.5,,,,,
Subtle,0.197834615,2.5,,,,,
Samurai Sam's,0.295704938,2.5,,,,,
Cora's Breakfast & Lunch,0.33445,2.5,,,,,
Gustav's Bar,-0.1432,2,,,,,
Mariscos Camaron Pela'o,0.304290291,2.5,,,,,
Restaurant Yotis,0.11315,2,,,,,
Christy's Landing,0.181368966,2.5,,,,,
Earl Of Marchmont,0.435208,3,,,,,
Little Asia,0.232533333,2.5,,,,,
Second Breakfast,0.412805,3,,,,,
Blue Wasabi Sushi and Martini Bar,0.379978475,3,,,,,
The Bounty Tavern,0.14657,2.5,,,,,
Taj Mahal,0.299849685,2.5,,,,,
U Tea,0.1832,2.5,,,,,
Imbiss Restaurant,0,2,,,,,
Little Athens's Catering,0.247217391,2.5,,,,,
Unwind Knitting,0.7947,4,,,,,
Sheraton Charlotte Airport Hotel,0.06896,2,,,,,
The Flying Squirrel,0.399456522,3,,,,,
Paul Kee Open Kitchen,0.25815,2.5,,,,,
Fairfield Inn & Suites Phoenix North,0.9022,4.5,,,,,
Hibachi Express & Grill,0.152333766,2.5,,,,,
The Buddhist Vegetarian Kitchen,0.222214286,2.5,,,,,
Frascati in the Valley,0.310951515,2.5,,,,,
West Park Station,0.128008511,2.5,,,,,
Cheba Hut - Phoenix,0.290180282,2.5,,,,,
Piada Italian Street Food,0.335682353,2.5,,,,,
Trader Vic's,0.297219697,2.5,,,,,
Culver's Frozen Custard,0.403571429,3,,,,,
Amaya Express,0.160074419,2.5,,,,,
Da Emma,0.280118725,2.5,,,,,
Residence Inn Phoenix Glendale,0.405766667,3,,,,,
Muncheeze,0.198215152,2.5,,,,,
Standfield Grill House,0.240005263,2.5,,,,,
Eggsmart,-0.036414286,2,,,,,
Caffe Lucano,0.319716667,2.5,,,,,
Mister Baguette,0.232894118,2.5,,,,,
Pho All Seasons,0.109829268,2,,,,,
Mint Indian Bistro,0.29973887,2.5,,,,,
Pizza Company,0.32124966,2.5,,,,,
Bistro Japonais Furusato,0.285504839,2.5,,,,,
Pita Cafe,0.27482094,2.5,,,,,
Nando's Mexican Cafe,0.265049329,2.5,,,,,
Pepper Palace,0.33262,2.5,,,,,
Lager & Vine,0.321804032,2.5,,,,,
Peterman Lumber Inc,0.8425,4.5,,,,,
Iberia-Sur Restaurant,0.112326786,2,,,,,
KFC,0.3182,2.5,,,,,
Cafe Du Jour,0.351226573,2.5,,,,,
Mrs MacIntyre's,0.311205,2.5,,,,,
Montero,-0.8316,1,,,,,
Glendale Community College,-0.071366667,2,,,,,
Gold Zen Japanese & Asian Dining,0.120959259,2,,,,,
Fondita Olvera,0.241475,2.5,,,,,
Miller & Sons Supermarket,0.241888,2.5,,,,,
The Cellar At Duckworth's,0.343030757,2.5,,,,,
Something Classic Cafe,0.242505455,2.5,,,,,
Las Music Karaoke & Bar,0.9081,4.5,,,,,
Fry's Food & Drug Stores & Fry's Marketplace,0.672175,3.5,,,,,
Chez Cora,-0.10115,2,,,,,
Bulk Ville,0.380833333,3,,,,,
Moe Pancer's,0.257811364,2.5,,,,,
Tako Sushi,0.15162,2.5,,,,,
Restaurant Trevi Pizza,0.305585714,2.5,,,,,
Dolce21 Dessert House,0.218643434,2.5,,,,,
Rivage,0.392667391,3,,,,,
Gavino's Pizzeria,0.298244,2.5,,,,,
Restaurant Nouveau Delhi,0.053122222,2,,,,,
MR GREEK,0.165338462,2.5,,,,,
Stetson Scottsdale Bar,0.637022222,3.5,,,,,
Aroma Espresso Bar,0.445419048,3,,,,,
Prologue Lifestyle,0.436,3,,,,,
Playful Grounds,-0.046011111,2,,,,,
Le Couteau,0.358173418,2.5,,,,,
Bailiwick,0.34419027,2.5,,,,,
Lucky Moose Food Mart,0.299185149,2.5,,,,,
Wand Fight Team - Martial Arts & Fitness,0.43575,3,,,,,
Falafel Xpress,0.342898444,2.5,,,,,
Laura Secord,0.097442857,2,,,,,
Nobhill Tavern by Michael Mina,0.29321119,2.5,,,,,
Folie en Vrac,0.116675,2,,,,,
Del Taco,0.570675,3.5,,,,,
Signature Graphics,0.1862,2.5,,,,,
FCO di Fiumicino,0.170360714,2.5,,,,,
Vita Hair for Life,0.21554,2.5,,,,,
Bobby C's Bar & Lounge,0.256416129,2.5,,,,,
Al Aruba,0.33746,2.5,,,,,
Shell Gas Station,-0.4939,1.5,,,,,
Filiberto's,0.16864878,2.5,,,,,
Wild West Horseback Adventures,0.216842857,2.5,,,,,
Taffies Cafe,0.1805075,2.5,,,,,
Salam's Market & Deli,0.213255556,2.5,,,,,
The Cracked Egg,0.267917121,2.5,,,,,
David Copperfield,0.6914,4,,,,,
Veritas Local Fare,0.306183019,2.5,,,,,
Restaurant Le Boeuf Gourmand,0.444584615,3,,,,,
Giorgio (Les Restaurants Amerique Ltee),0.31654,2.5,,,,,
Sushi 2 Go,0.35195,2.5,,,,,
Tandoor et Grille,0.399386364,3,,,,,
Paradise Park Garden Centre,0.4077,3,,,,,
Uoshiki Sushi,0.1708092,2.5,,,,,
The Bowl Kee Restaurant,0.206548361,2.5,,,,,
Drury Plaza Hotel Pittsburgh Downtown,0.3839,3,,,,,
Jerk King,0.19383806,2.5,,,,,
Honest Kitchen,0.263784,2.5,,,,,
Irie Patties - Caribbean Street Food,0.158412245,2.5,,,,,
Tosca Ristorante,0.256116667,2.5,,,,,
A&W All American Food,-0.036557143,2,,,,,
Dame Tartine Dejeuner Et Diner,0.341745,2.5,,,,,
Pombalense Bakery,0.264375,2.5,,,,,
Lancers On 21,-0.12832,2,,,,,
Dip'n Sip,0.300077778,2.5,,,,,
Perfect Nails,0.1471,2.5,,,,,
Bell Trans,0.099883333,2,,,,,
Teriyaki Experience,-0.217316667,2,,,,,
JR's Dairy Bar,0.225811111,2.5,,,,,
Clarion Inn,0.77175,4,,,,,
Giggling Tomatoes Restaurant,0.245827907,2.5,,,,,
Loaded Sandwich Bar,0.259008333,2.5,,,,,
Westside Les',0.4327,3,,,,,
McClintock High School,0.6239,3.5,,,,,
Blu Burger Grille,0.244826766,2.5,,,,,
Cucina Di Domenica,0.077146667,2,,,,,
Elizabeth Billiards,0.453766667,3,,,,,
Astoria Shish Kebob House,0.096508,2,,,,,
Brasserie le Manoir,0.252584615,2.5,,,,,
Salsitas,0.218905263,2.5,,,,,
Thai & Noodle Outlet,0.28264269,2.5,,,,,
Gong Cha Tea,0.301443077,2.5,,,,,
Patisserie De Gascogne,0.284408333,2.5,,,,,
Michael's No Frills,0.198373333,2.5,,,,,
Noodle House,0.375685714,3,,,,,
Fuzzy's Taco Shop,0.112541935,2,,,,,
Tutti Fruitti,0.069312,2,,,,,
Winchester Kitchen & Bar,0.1468,2.5,,,,,
Pizza Hut,-0.002522222,2,,,,,
Williams-Sonoma,0.25495,2.5,,,,,
Taberna del Tequila,0.085491579,2,,,,,
Campus Biryani & Gyros,-0.001636986,2,,,,,
Caffe Demetre,0.304592647,2.5,,,,,
My Thai,0.235213937,2.5,,,,,
Sushi Burrito Bowl,0.170242308,2.5,,,,,
Spanel,0.37175,3,,,,,
Get It Quick,0.258641667,2.5,,,,,
Garfunkels Restaurants,0.254490244,2.5,,,,,
Fat Willy's,0.212902857,2.5,,,,,
Fintastic,0.17574,2.5,,,,,
Boot Barn - Work Super Store,0.33204,2.5,,,,,
Brazas Brazilian Grill,0.4152,3,,,,,
Devine Memories,0.131375,2.5,,,,,
New China,0.264190909,2.5,,,,,
Barnes & Noble,0.127166667,2.5,,,,,
Zeal Burgers,0.430553448,3,,,,,
Barsa Taberna,0.295573381,2.5,,,,,
Passage To India,0.286890385,2.5,,,,,
The Peach Stand,0.305758163,2.5,,,,,
Four Seasons Hotel Las Vegas,0.189381579,2.5,,,,,
Maddy's Fatty's,0.243951613,2.5,,,,,
Ziegler's New York Pizza Dept,0.100368182,2,,,,,
Edible Arrangements,0.010233333,2,,,,,
Omni Montelucia Resort & Spa,0.491452542,3,,,,,
Yen Chiropractic,0.484175,3,,,,,
The Blind Pig,0.142455172,2.5,,,,,
Restaurant Pasta A Piacere,0.099633333,2,,,,,
Bella Fresco,0.284748101,2.5,,,,,
Fuchsia,0.59285,3.5,,,,,
Big Shot Bob's House of Wings - South Side,0.463369697,3,,,,,
Ssam,0.254491667,2.5,,,,,
White Castle,0.1204,2,,,,,
Terri's Consign & Design Furnishings,0.0063,2,,,,,
Born Green Tea & Beyond,0.254935714,2.5,,,,,
Island Heat Dinner Show,0.206122989,2.5,,,,,
Foodies Haven,0.296157143,2.5,,,,,
Desert Eagle Brewing Company,0.0204,2,,,,,
Pile Ou Glace,0.254086667,2.5,,,,,
Mayan Mexican Grill,0.44555,3,,,,,
Piano Piano,0.268840401,2.5,,,,,
Trader Joe's,0.364527273,2.5,,,,,
Buck & Rider,0.34739092,2.5,,,,,
Lotus Nails & Spa,0.47485,3,,,,,
Delicious Factory,0.44245,3,,,,,
XiangZi Hotpot,0.187775424,2.5,,,,,
Grandma Campbell's Fresh Bake,0.395376577,3,,,,,
Silver Mine Subs,0.29026087,2.5,,,,,
Fin Sake Bar Oakville,0.23429375,2.5,,,,,
Taste of Greek,0.155257522,2.5,,,,,
Green Valley Range,0.604666667,3.5,,,,,
River Tai,0.110111111,2,,,,,
Blick Art Materials,0.7567,4,,,,,
Tokyo Joe's,0.262897778,2.5,,,,,
Ample Food Market,0.1761,2.5,,,,,
Colonel Mustard's,0.002744118,2,,,,,
Ambrosia Natural Foods,0.4404,3,,,,,
Wholesale Cabinet Center,0.194966667,2.5,,,,,
Shaxian Delicacies,0.136608511,2.5,,,,,
Animal Medical Hospital,0.4428,3,,,,,
Cha Cha Laca,0.136896774,2.5,,,,,
Crystal Palace Skating Center,-0.052928571,2,,,,,
Coffee Rush,0.372273913,3,,,,,
The Curry Leaf,0.133963636,2.5,,,,,
Great Steak & Potato,0.068983333,2,,,,,
Ingallina's Box Lunch,0.4118,3,,,,,
T-Bones Sizzling Steaks & Burgers Drive-In Restaurant,0.214229464,2.5,,,,,
Lebanese Bakery,0.2731875,2.5,,,,,
The Govnor's Pub,0.493542857,3,,,,,
786 Halal Restaurant,0.4354,3,,,,,
Seaboard Taproom and Wine Bar,0.231838235,2.5,,,,,
Ass Clown Brewing Company,0.309257653,2.5,,,,,
Tega Cay Gourmet Deli,0.283488462,2.5,,,,,
Mucha Lucha Taco Shop,0.355330075,2.5,,,,,
Modern Nails - Las Vegas,0.7275,4,,,,,
Gordon Ramsay Burger,0.265866401,2.5,,,,,
Cannstatter Wasen,-0.03162381,2,,,,,
Viva Raw,0.345385,2.5,,,,,
Chop Chop Chinese Kitchen,0.076233333,2,,,,,
Drs. Bryson & Margio Dentistry,0.8896,4.5,,,,,
Fatma,0.255685714,2.5,,,,,
Cobs Bread,0.336423529,2.5,,,,,
Skin Sultry,0.8012,4,,,,,
Secreto,0.246562069,2.5,,,,,
Smith's Store,0.220658333,2.5,,,,,
Ed Mirvish Theatre,0.18465,2.5,,,,,
WuHu Noodle,0.25801588,2.5,,,,,
Panagio's All Day Grill,0.283574803,2.5,,,,,
Jack In The Box,0.236153333,2.5,,,,,
Belly Backers,0.27745,2.5,,,,,
Big League Dreams Sport Park,0.281183333,2.5,,,,,
Q Tavern,0.168778261,2.5,,,,,
Steve's Deli,0.37035,3,,,,,
China Garden,0.122561538,2.5,,,,,
StonePepper's Grill,0.184269231,2.5,,,,,
PT's,0.27882093,2.5,,,,,
Chez Jacquie & France,0.154076923,2.5,,,,,
Anancy Restaurant,0.227772,2.5,,,,,
Orange Tree Imports,0.344931818,2.5,,,,,
Desert Computer Solutions,0.2792,2.5,,,,,
Pigsty Kids Furniture,0.2609,2.5,,,,,
Plaza Premium Lounge,0.239515385,2.5,,,,,
Urban Angel,0.386511565,3,,,,,
Afghan Cuisine,0.21192766,2.5,,,,,
Black Dog Kitchen & Bar,0.2211288,2.5,,,,,
The Big Cannoli,0.330842105,2.5,,,,,
The Bristol Bar & Grill,0.322605556,2.5,,,,,
Pet Planet,0.123475,2.5,,,,,
Bona Deli,0.444571429,3,,,,,
Africana Restaurant and Lounge,0.202007407,2.5,,,,,
Southwest Spine & Rehab Chiropractic,0.8832,4.5,,,,,
Mi Barrio's Halal Cart,0.256966667,2.5,,,,,
Poutine En Folie,-0.065466667,2,,,,,
Steep & Brew West,0.226140909,2.5,,,,,
Dr. Dzingel,-0.9136,1,,,,,
Tasty's Caribbean Take Out,0.060591892,2,,,,,
Arbia Cafe Eatery,0.5252,3,,,,,
Wok Express Chinese Food,0.348231579,2.5,,,,,
China A Gogo,0.27634841,2.5,,,,,
Eastern Bloc Vapes,0.3753,3,,,,,
Peter Wong Chinese Restaurant,0.08192,2,,,,,
Churros Montreal,0.475242857,3,,,,,
Foxxy Lady's Let's Party Cupcakes,0.282921429,2.5,,,,,
Green Grotto Tea Room-Elgin Mills,0.273057143,2.5,,,,,
Cruisers Bar and Grill,0.264863636,2.5,,,,,
Arahova Souvlaki,0.053525,2,,,,,
VegFest,0.1408,2.5,,,,,
Jade At the Palazzo,0.226139394,2.5,,,,,
NoDa Brewing Company,0.29442449,2.5,,,,,
Jimmy John's,0.088208333,2,,,,,
Think Chocolate,0.273410606,2.5,,,,,
Barberian's Steak House,0.287160887,2.5,,,,,
Le Petit Bas Perdu,0.469908571,3,,,,,
Isabella's Kitchen,0.247995062,2.5,,,,,
Grand Brew,0.296303774,2.5,,,,,
Schenley Park Cafe,0.198035,2.5,,,,,
Shogun,0.167127692,2.5,,,,,
Holiday Inn Hotel & Suites Phoenix Airport,0.23639,2.5,,,,,
Tat Burger,0.242218519,2.5,,,,,
Starbucks,0.64985,3.5,,,,,
Blue Olive Lounge,0.172525,2.5,,,,,
Sweet Jesus,0.239503721,2.5,,,,,
The Kirtland Diner,0.325610714,2.5,,,,,
Don Tequila,0.231043519,2.5,,,,,
Chick'N'Deli,0.271846154,2.5,,,,,
Aielli Ristorante,0.268992308,2.5,,,,,
Flower City Gift Shop,0.564416667,3.5,,,,,
Nha Trang Restaurant,0.21496988,2.5,,,,,
Lizabel's Treasures,0.58765,3.5,,,,,
Sun Sing Express Chinese Food,0.5262,3,,,,,
Sun Nails,0,2,,,,,
International Minute Press,0.7269,4,,,,,
Scotthill Carribean Cuisine,0.34073125,2.5,,,,,
Original Pancake House,0.281314921,2.5,,,,,
Roots Cafe,0.414717778,3,,,,,
Pho Ong Rau,0.2205,2.5,,,,,
Cedarwood Country Club,0.48602,3,,,,,
Leatherby's Ice Cream Shop,0.26526875,2.5,,,,,
Taco Mich & Bar,0.302078788,2.5,,,,,
Rosati's Pizza,0.146633333,2.5,,,,,
Red Sail Boat Bakery,0.352848387,2.5,,,,,
Cuyahoga Falls Deli,0.413783333,3,,,,,
Sandwich Corner,0.321018182,2.5,,,,,
The Good Egg - Val Vista,0.364165161,2.5,,,,,
Hebrides Bar,0,2,,,,,
Steel Cactus,0.192556993,2.5,,,,,
Bajio Mexican Grill,0.257595652,2.5,,,,,
Hakata Shoryuken,0.218049346,2.5,,,,,
Golden Krust Caribbean Bakery & Grill,0.164352632,2.5,,,,,
Pit Boss BBQ,0.20545,2.5,,,,,
Nam Sandwich,0.290170833,2.5,,,,,
The Honours,0.362642342,2.5,,,,,
Sri Venkateswara Temple,0.85,4.5,,,,,
Carlos O'Brien's - Phoenix,0.239701667,2.5,,,,,
Pizza Roma & Restaurant,0.390143182,3,,,,,
Godavari Indian Cuisine,0.21043,2.5,,,,,
O'Charley's Restaurant & Bar,0.202892035,2.5,,,,,
Tomo Japanese Restaurant,0.30649719,2.5,,,,,
Wally's on Steeles,0.305578125,2.5,,,,,
Absolute Restaurant & Cafe,0.312784416,2.5,,,,,
Popeyes,-0.2787,1.5,,,,,
Cajun Crawfish,0.148950575,2.5,,,,,
Holiday Inn Cleveland-S Independence,0.37838,3,,,,,
Pasta Tutti Giorni,0.239538095,2.5,,,,,
Niki's Pizza,0.415533333,3,,,,,
AutoNation Volkswagen Las Vegas,0.0086,2,,,,,
Cygnet Coffee,0.453311111,3,,,,,
Michael Alexander Salon,0.2248,2.5,,,,,
Teeter House Tea Room,0.127965,2.5,,,,,
King David Pizza,0.041385714,2,,,,,
Blue Plate,0.482766667,3,,,,,
