Business Name,Health Score,Health Index
Lebowskis,0.2831432432432433,2.5
Yogurtland,0.34759285714285726,2.5
Theo's Spartan Grill,0.17866666666666667,2.5
DiBella's Subs,0.29578532110091743,2.5
Pane E Vino,-0.1027,2
Hoot & Howl,-0.0027454545454545435,2
Matt's Big Breakfast,0.29964763681592,2.5
Sprouts Farmers Market,0.3452433962264152,2.5
Restaurant Globe,0.3835587301587301,3
Babe's Good N Plenty,0.18958888888888895,2.5
Villemont Pizza,0.5033500000000001,3
Ville souterraine RESO /Underground City,0.05858666666666667,2
Hartigan's Irish Pub,0.05073333333333332,2
George's  Kitchen,0.3190752066115699,2.5
Gradys Sports Grill,0.14945263157894736,2.5
Menchie's,0.045455555555555555,2
Cicis,0.17075212765957454,2.5
Primanti Bros,0.23370120700060354,2.5
Annona Resturant,0.29494255813953457,2.5
Wasabi Japanese Restaurant & Sushi Bar,0.2766479999999999,2.5
Restaurant Houston Steaks et Cotes Levees,0.0743730496453901,2
Carl's Jr,0.23862187499999998,2.5
Elite Appliance Repair,0.6249,3.5
Chef Chen Chinese Resturant,0.12436,2.5
Mood Swings Salon,0.9041,4.5
Veloce Restaurant,0.4535589743589743,3
Pasta Express,0.26327391304347825,2.5
Hamburger Heaven,0.38261,3
Las Vegas Distillery,0.33721111111111113,2.5
Haymarket Station Bar,0.3324833333333333,2.5
Le Den,0.3648105263157895,2.5
Hot Sauce Williams Barbecue Restaurant,0.19575471999999977,2.5
Montfort Restaurant,0.16983716814159294,2.5
Fuddruckers,0.30412,2.5
The Perfect Scoop,0.10324666666666667,2
The Phoenix Bar & Lounge,0.45951428571428565,3
Briskit Gourmet Slow Cooked Sandwiches,0.2542522388059702,2.5
Betty's,0.29086538461538475,2.5
George IV Bar,0.2394722222222222,2.5
Brazil Bakery and Pastry,0.34358636363636363,2.5
Elefanten,0.0984,2
Ali's King Falafel,0.07453333333333333,2
Vino Rosso Bar & Restaurant,0.1470834782608696,2.5
Specture Media,0.8356,4.5
Sexy Lexy Kitchen,0.563875,3.5
The Hookah Lounge,0.6753,3.5
Tsunami,0.17036054054054053,2.5
Anytime Fitness,0.77645,4
The Estancia Club,0.2263,2.5
Traffic Jam,0.2901568181818182,2.5
Bazara Asian Cuisine,0.32945645161290327,2.5
Bama's Southern Kitchen,0.32721987577639744,2.5
D' Lucky,0.07901666666666667,2
Tasty Station,0.3485275,2.5
Alton Restaurant,0.16177878787878788,2.5
La Fuente,0.513725,3
Chez Gautier Restaurant,0.12393846153846154,2.5
Double Blessing's Goat's Milk Lotions & Soaps,0.33968000000000004,2.5
Popped,0.30568343558282196,2.5
Peter's Cuisine -Grill- Banquets,0.5540999999999999,3
Little Italy Pizza,0.3295043902439024,2.5
Just Blaze,0.659,3.5
Mora Italian,0.29340155979202803,2.5
"First Watch - Breakfast, Brunch & Lunch",0.2968214285714285,2.5
Fonduementale,0.30682520325203255,2.5
Annapoorna,0.23748235294117648,2.5
Beckham's B&M Bar-B-Que,0.37690454545454555,3
Lowdown Cafe,0.28723181818181825,2.5
Yame Sushi,0.23975641025641015,2.5
Ray's Asian Cuisine and House of Ramen,0.2781343137254902,2.5
Indigo Joe's,0.54805,3
Sweet Republic,0.3717547224224946,3
24 Carrots Juice Bar & Cafe,0.3028614999999999,2.5
Epiphany Foods,0.5278,3
Douce France,0.3789834782608695,3
Spike's Treats,0.25492,2.5
Gourmet Quick Bite,0.4204970588235293,3
QuikTrip,0.7314333333333333,4
Las Vegas Fruits & Nuts,0.1418857142857143,2.5
Heinz Field,0.23554999999999998,2.5
Il Primo Pizza & Wings,0.20584788732394363,2.5
Old Time Meat & Deli Shoppe,0.34346262626262625,2.5
Sbarro's Italian Eatery,0.045331250000000003,2
Sanchioli Bakery,0.3212875,2.5
Milio's Sandwiches,0.3842666666666667,3
Soho Metropolitan Hotel,0.6819500000000001,3.5
Copper Kettle,0.2279255813953489,2.5
Beauty Brands,-0.3544,1.5
Go! Bistro,0.3215789473684211,2.5
Old Man Pizza,0.4179717948717948,3
Red Square,0.39610909090909097,3
Bocca On Baldwin,0.29626159420289844,2.5
Baker Candies Inc,0.2943555555555556,2.5
Superior Court Of Arizona,0.0772,2
Mr Rice Takeaway,0.30363333333333337,2.5
China One,0.23741830985915494,2.5
Calli's,0.4048958333333334,3
Nobu Tei,0.2984594306049818,2.5
Little Shmiddy's Hot Meat House,0.4178333333333334,3
Gyro Express,0.5080333333333333,3
Falbo Bros. Pizzeria,0.2270850299401198,2.5
Toby Keiths I Love This Bar & Grill,0.009199999999999995,2
Sidewalk Cafe Painesville,0.25220212765957445,2.5
Itri,0.44165,3
Tiffany's Nail Salon,0.7506,4
AZTECA Bakeries & Restaurant,0.29488794326241136,2.5
Fruit Jungle,0.29947074235807863,2.5
Capitaine Pouf,0.2620541666666667,2.5
Caddyshack Inn,0.26775185185185185,2.5
Fox & Hound of Charlotte,0.033626666666666666,2
Tea-rrific,0.19199999999999998,2.5
Walgreens,-0.05142,2
Fleming's Prime Steakhouse & Wine Bar,0.3375425661914459,2.5
Dmart,0.213775,2.5
Babos Donerpoint,0.4383728813559322,3
TPC Grille,0.4270088235294118,3
TAP Sports Bar,0.25544143763213506,2.5
O'Brien's Grille & Pub,0.28995,2.5
Abyssinia,0.3170260869565218,2.5
Cafe Plenty,0.26841265822784816,2.5
Restaurant Sahib,0.22328783783783782,2.5
Liberty Station,0.2731145299145298,2.5
Harvard Soul Bistro,0.16174999999999998,2.5
The Cooper's Tavern,0.27965503194888186,2.5
Granite City Food & Brewery,0.21497581300812993,2.5
Joey's of Chicago,0.2479058823529412,2.5
Champion Carpet Cleaning,0.6825333333333333,3.5
Walk In Wok Out,0.25412,2.5
Produce Place Market,0.26585,2.5
Lion and Dragon Pub,0.168025,2.5
Old Chain Pier,0.3472344262295083,2.5
Port City Java,0.3979250000000001,3
Famous Dave's,0.2452123867069484,2.5
Maurya East Indian Roti - Etobicoke,0.32344920634920626,2.5
Hamdi Restaurant,0.31031142857142857,2.5
Jimmy's American Tavern,0.07778387096774193,2
Thai Heng Restaurant,0.4303130434782609,3
Wayfarer Bar,0.2520142857142857,2.5
Angelo's Pizza  Kitchen,0.30847058823529416,2.5
Duckworth's Grill & Taphouse,0.3484040590405906,2.5
Rocks Lounge,0.02435000000000001,2
Baguette & Co,0.34683538461538455,2.5
Le Oui Oui,0.26521999999999996,2.5
Galanga Thai Eatery,0.27697073170731695,2.5
Monster Mash,0.39579354838709674,3
Il'Castello Restaurant,0.63363,3.5
Shucks Tavern & Oyster Bar,0.2600034632034633,2.5
Wasabi Japanese Steakhouse,0.1496647619047619,2.5
Ethel M Chocolates,0.3766470588235294,3
Angelo's Diner/Restaurant,0.5173666666666666,3
Bruegger's Bagels,0.3302605263157895,2.5
Gratifying Grains,0.30271,2.5
Kenzo Ramen,0.30141725490196053,2.5
Hazze Vape,0.6655500000000001,3.5
Essex Gentleman's Club,0.0,2
Sunshine and Spice,0.2654627118644068,2.5
Morning Glory Coffeehouse,0.4436,3
New Peking Express,0.32391500000000006,2.5
Espresso Royale,0.28279000000000004,2.5
Carl's Jr.,0.15971666666666667,2.5
Planet Sub Mesa-Grand,0.3791,3
Chop Steakhouse & Bar,0.2542702531645568,2.5
Naniwa-Taro,0.13356260869565223,2.5
The Hillsdale,0.160525,2.5
Wild Wing Cafe,0.16736017699115047,2.5
Tillie's Attic,0.807,4
Hampton Inn & Suites Phoenix Chandler-Fashion Center,0.34930909090909085,2.5
Olde Town Coffee House,0.34225714285714287,2.5
Dollar Tree Stores,-0.41355,1.5
Taqueria El Capullo,0.2343173913043478,2.5
Settebello Pizzeria Napoletana,0.26514871418075003,2.5
PIZZAFIRE,0.24363961038961046,2.5
Luxmy Caterers,0.3587666666666667,2.5
Sloan Park,0.4201555555555555,3
Postrio,0.29807245974458674,2.5
The Burger Cellar,0.26678700173310205,2.5
Chez Ping,0.15972558139534884,2.5
Tasty & Tasty,0.25079999999999997,2.5
Nothing Bundt Cakes,0.36533333333333345,2.5
Island Wok,0.11920666666666667,2
Ambassador Chinese Cuisine,0.26548947368421055,2.5
Serenade,0.33715468043899316,2.5
Pastaggio,0.34118974358974363,2.5
Baby Cakes,0.31202885085574555,2.5
East of York Gourmet Food,0.43811612903225816,3
Aloha Dental,0.5413,3
Vanipha Lanna Lao-Thai Restaurant,0.18542500000000003,2.5
Cardio Barre - Scottsdale,0.44046666666666673,3
Papa Murphy's Take 'N' Bake Pizza,0.1741818181818182,2.5
Brother's Restaurant,0.29793118279569886,2.5
Arizona Culinary Institute,0.46998653846153843,3
Saxby's Coffee,0.25667241379310346,2.5
The Coffee Shop,0.1535949275362318,2.5
TCBY,0.4251142857142857,3
Little Caesars Pizza,0.211075,2.5
Charleston Antique Mall,0.381,3
Cora's Breakfast & Lunch At Clarkson,-0.09163333333333334,2
Hardee's,0.14206666666666667,2.5
Drift,0.3740823045267487,3
Fantastic Sams Hair Salons,0.74705,4
Wienerschnitzel,0.35958648648648645,2.5
Cork & Cleaver Social Kitchen,0.31471108108108053,2.5
Maxies Bistro,0.2383263736263737,2.5
Basha 21,0.2541571428571429,2.5
Toys Toys Toys,0.148,2.5
Moxie's Grill & Bar,0.24217224489795908,2.5
Rock Fresh,0.1396955223880597,2.5
Yang's Restaurant,0.2550708333333333,2.5
Restaurant Chez Lien Plus,0.2799357142857143,2.5
Restaurant Le Soleo,0.5984,3.5
Amsterdam,0.24916363636363636,2.5
The Pig and Cow,0.17599090909090911,2.5
The Skylark,0.3030791666666667,2.5
Mai Thai,0.3487661971830986,2.5
Cafe de Paris,0.19019,2.5
C-Shack,0.5550959999999999,3
Bella Vita,0.19229000000000002,2.5
Sammy's Famous Corned Beef,0.161446875,2.5
Massimo Pizza & Pasta,0.3064576923076923,2.5
Four Queens Hotel & Casino,0.4300809523809524,3
Winds of Change Boutique,0.1931166666666667,2.5
Arizona Distilling Co,0.14744615384615384,2.5
Roy's Deli,0.47764782608695655,3
Ooud Kitchen,0.18121071428571428,2.5
346 Patisserie,0.34299495614035036,2.5
Stonewater Golf Club,0.45511333333333337,3
Rosendos Taco Shop,0.4589133333333334,3
